id,click,hour,C1,banner_pos,site_id,site_domain,site_category,app_id,app_domain,app_category,device_id,device_ip,device_model,device_type,device_conn_type,C14,C15,C16,C17,C18,C19,C20,C21
9.298668300851257e+18,1,14102305,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,2f323f36,03683bd4,1,0,9478,320,50,906,3,1451,100156,61
3.5042395289047747e+18,0,14102705,1005,0,d6137915,bb1ef334,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,135b2af2,fce66524,1,0,21153,320,50,2420,2,35,100077,69
3.886624627464188e+18,0,14102614,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,7dcb65bc,3bd9e8e7,1,0,15706,320,50,1722,0,35,-1,79
2.3518161111270743e+18,1,14102814,1005,0,b1466b94,91152b9b,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,03034063,1f0bc64f,1,0,23438,320,50,2684,2,291,-1,52
1.3485953385811919e+19,1,14102707,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,8a11d000,2203a096,1,0,15702,320,50,1722,0,35,-1,79
7.253852679375101e+18,1,14102806,1005,1,e8f79e60,c4342784,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,0fa7a79f,6e1e2240,1,0,22682,320,50,2528,0,39,100081,221
5.567375554357614e+18,0,14102123,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d0d24a3c,058e0eb7,1,0,4687,320,50,423,2,39,100148,32
1.5754670255375737e+19,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,32f82fcb,bbeedfee,1,0,21611,320,50,2480,3,297,100111,61
1.8579546868100526e+18,0,14102205,1005,0,85f751fd,c4e18dd6,50e219e0,3bfa19cb,2347f47a,0f2161f8,2a6daae2,990148aa,1f0bc64f,1,0,21790,320,50,2513,3,35,-1,68
1.3957090260028445e+19,0,14102213,1005,0,5bcf81a2,9d54950b,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c63c010c,9e371626,1,0,21768,320,50,2506,0,35,100111,157
1.63008979089059e+19,0,14102901,1002,0,15a497fe,277e7114,50e219e0,ecad2386,7801e8d9,07d7df22,464b9336,b929ade5,6f856677,0,0,15704,320,50,1722,0,35,-1,79
3.420626590103313e+18,0,14102606,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,6795ec08,1ebc7efd,1,0,15703,320,50,1722,0,35,100084,79
8.367765106287693e+18,0,14102312,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,380626df,375c3d47,1,0,15702,320,50,1722,0,35,100084,79
3.577407906269147e+18,0,14102614,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,813f9d20,897aafd7,1,0,17653,300,250,1994,2,39,-1,33
8.464712679376653e+18,0,14102808,1005,1,856e6d3f,58a89a43,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,d9688c62,5b4ceb40,1,0,22681,320,50,2528,0,39,-1,221
5.795523845141124e+18,0,14102522,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,dc5b3250,ed2706b6,7abbbd5c,1,0,17016,320,50,1873,3,39,-1,23
1.2845415734907945e+19,0,14102319,1005,1,d9750ee7,98572c79,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a8536f3a,d787e91b,1,0,17614,320,50,1993,2,1063,-1,33
1.6934876243544293e+19,0,14102102,1005,0,85f751fd,c4e18dd6,50e219e0,54c5d545,2347f47a,0f2161f8,a99f214a,4cf62026,9e3836ff,1,0,21647,320,50,2487,1,547,100034,51
9.410877609532187e+18,1,14102304,1005,1,57ef2c87,bd6d812f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,5029dda5,d4897fef,1,0,21916,320,50,2528,0,35,100081,221
4.533630811002438e+18,0,14103010,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,18774faa,8a4875bd,1,0,15704,320,50,1722,0,35,-1,79
1.3278380659658568e+18,0,14102607,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,55b45445,4ea23a13,1,0,15705,320,50,1722,0,35,-1,79
4.3496225164212014e+18,0,14102906,1005,0,85f751fd,c4e18dd6,50e219e0,45aff1a2,5c620f04,d1327cf5,c619eb08,737abe17,5db079b5,1,2,23011,320,50,2658,3,35,100148,23
1.4943142450688725e+19,0,14102512,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,4c5a7c72,fa61e8fe,1,0,21677,320,50,2495,2,167,-1,23
1.2967745498060866e+19,0,14103019,1005,0,5b08c53b,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ca5fe803,3bd9e8e7,1,0,17654,300,250,1994,2,39,100083,33
5.92936429239905e+17,0,14102417,1005,0,6fcff501,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,930ec31d,03683bd4,1,0,22246,320,50,2566,3,41,100156,42
1.1727618904013656e+19,0,14102208,1005,0,85f751fd,c4e18dd6,50e219e0,f0d41ff1,2347f47a,0f2161f8,a99f214a,a9597569,3bc193db,1,0,21767,320,50,2506,0,35,100111,157
1.8192011441537278e+19,1,14102218,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3f3c8c96,ad0177e7,1,0,21853,216,36,2524,0,35,-1,221
1.484178419158259e+19,0,14102920,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,15605016,2b580930,1,0,17262,320,50,1872,3,39,100173,23
6.779704004622621e+18,0,14102523,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a7f3ffed,8a4875bd,1,0,21674,320,50,2495,2,167,-1,23
8.043606247608546e+18,0,14102610,1005,0,cd58172f,b9c4ab81,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c0f31d0b,5db079b5,1,2,17875,320,50,2036,3,47,-1,156
2.1400784800079872e+18,0,14102311,1005,0,85f751fd,c4e18dd6,50e219e0,03528b27,2347f47a,8ded1f7a,a99f214a,44ec6108,7ac6007f,1,2,15707,320,50,1722,0,35,-1,79
1.668254198394091e+19,0,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,827f69e8,2891f384,1,0,23161,320,50,2667,0,35,-1,221
1.6828727940435978e+19,0,14102311,1005,0,b2cc98bb,c363f8c3,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,631e0d81,2203a096,1,0,20352,320,50,2333,0,39,-1,157
1.3878859954849386e+19,1,14102613,1005,1,a7853007,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,af9205f9,f60c2fd3,1,0,22268,320,50,2566,3,41,100156,42
2.3865834894554906e+18,0,14103013,1005,0,6ec06dbd,d262cf1e,8fd0aea4,ecad2386,7801e8d9,07d7df22,a99f214a,0e1cff4b,7abbbd5c,1,0,23998,320,50,2748,0,35,100130,79
1.6373923364022923e+19,0,14102211,1005,0,2328ee8e,7804dea6,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,8d31c415,89deac5a,1,2,6563,320,50,572,2,39,-1,32
1.0352992002674373e+19,0,14103008,1007,0,85f751fd,c4e18dd6,50e219e0,a49049d7,15c23f8e,a3c42688,78cee2a3,bc3b61c5,008ac803,1,2,23867,728,90,2736,3,33,-1,246
2.223808993259421e+18,0,14102215,1005,0,85f751fd,c4e18dd6,50e219e0,1779deee,2347f47a,f95efa07,a99f214a,50a15c15,c8aaa4a8,1,0,17877,320,50,2036,3,47,-1,156
1.2090979684980083e+18,0,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1a981da6,0bcabeaf,1,3,21191,320,50,2424,1,161,100192,71
1.5741076106616775e+19,0,14102815,1005,0,716ad30e,0521e204,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,489ed9ef,18d8fb90,1,0,23405,320,50,2682,1,419,100083,212
3.0394662054913915e+18,0,14102612,1005,1,e5c60a05,7256c623,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,cd34fead,a0f5f879,1,0,16615,320,50,1863,3,39,-1,23
1.7059930803324301e+19,0,14102321,1005,0,85f751fd,c4e18dd6,50e219e0,7358e05e,b9528b13,cef3e649,1b9aafe8,0a0c7135,c2dc1259,1,0,1039,320,50,178,3,1327,100148,15
1.3879313320563036e+19,1,14102509,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,61804a85,d4897fef,1,0,20632,320,50,2374,3,39,-1,23
1.0637966454558982e+19,0,14102607,1005,0,a831e579,8a429b45,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,c48c3f6b,d787e91b,1,0,16615,320,50,1863,3,39,-1,23
4.4304688436624476e+18,0,14102816,1005,0,9c842148,44aaa2cf,335d28a8,ecad2386,7801e8d9,07d7df22,a99f214a,ca91ff47,7aecdc8d,1,0,23405,320,50,2682,1,419,100083,212
9.207835873093095e+18,0,14102104,1005,0,85f751fd,c4e18dd6,50e219e0,e96773f0,2347f47a,0f2161f8,a99f214a,d314970e,d787e91b,1,0,21665,320,50,2493,3,35,-1,117
1.3958047053359163e+19,0,14102116,1005,0,d7714196,452bed30,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,7ec6a785,7abbbd5c,1,0,17239,320,50,1973,3,39,-1,23
1.8248505420639599e+19,0,14102415,1005,0,85f751fd,c4e18dd6,50e219e0,c8e3e3c1,b5f3b24a,8ded1f7a,d0d0ba5e,8b73d1ca,d3b3178d,1,2,21611,320,50,2480,3,297,100111,61
1.6369751652170406e+19,0,14102307,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,278e1ed3,dc70b0f9,1,0,17037,320,50,1934,2,39,-1,16
1.4023611726503205e+19,1,14102809,1005,0,bb4524e7,d733bbc3,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,193b3578,be6db1d7,1,0,22952,320,50,2654,3,35,100188,23
1.3807913626509842e+18,0,14102613,1010,1,85f751fd,c4e18dd6,50e219e0,03a08c3f,7801e8d9,0f2161f8,8121d7ff,46c9aadc,c144e605,4,2,15704,320,50,1722,0,35,-1,79
1.2661991132856062e+19,0,14102920,1005,0,85f751fd,c4e18dd6,50e219e0,e2a1ca37,2347f47a,8ded1f7a,f9706e93,fbec2035,1f0bc64f,1,0,20071,320,50,2291,3,35,-1,43
2.817543468327986e+18,1,14102411,1005,0,93eaba74,7687a86e,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,fe739203,5ec45883,1,0,20093,300,250,2295,2,35,100079,23
1.3063231514355384e+19,0,14102711,1005,0,85f751fd,c4e18dd6,50e219e0,d36838b1,0e8616ad,0f2161f8,a99f214a,1e404b65,9934e927,1,0,22685,320,50,2619,1,163,-1,71
1.5802949554673394e+19,0,14102611,1005,0,85f751fd,c4e18dd6,50e219e0,ce183bbd,ae637522,cef3e649,a99f214a,ec84a708,36b67a2a,1,0,16350,320,50,1823,1,167,100005,71
1.0083133325622411e+19,0,14102518,1002,0,1a070cab,901c297c,50e219e0,ecad2386,7801e8d9,07d7df22,bebffc93,0c3d17ff,911a3c09,0,0,17081,320,50,1921,3,47,100077,23
8.953128617905158e+18,0,14102203,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,05e739bb,2de871e6,1,0,21732,320,50,2502,0,35,100084,221
5.798876750593587e+18,1,14102607,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,a99f214a,96c5d299,84ebbcd4,1,0,4687,320,50,423,2,39,100148,32
1.3322657162493147e+19,0,14102505,1005,0,1b581e08,fba7221d,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,a35cb666,be87996b,1,2,8330,320,50,761,3,175,100079,23
1.4718989998393735e+19,0,14102522,1002,0,5a156514,4a32a328,50e219e0,ecad2386,7801e8d9,07d7df22,3461a61c,691d2cd0,116c9913,0,0,22358,216,36,2580,0,171,100094,108
9.52918139079057e+18,1,14102204,1005,0,fa004722,2296b5b3,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,b8e94e8d,d787e91b,1,0,16615,320,50,1863,3,39,-1,23
1.1194350177521652e+19,0,14102714,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,485630e5,81b42528,1,0,20108,320,50,2299,2,1327,-1,52
4.020911771352033e+18,0,14102604,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,dc2e78ce,2db63e92,1,0,18091,320,50,2060,3,39,100049,23
1.1558806742883428e+19,0,14102308,1005,0,85f751fd,c4e18dd6,50e219e0,a7ae052e,2347f47a,f95efa07,a99f214a,91130305,4ed103d6,1,2,22141,320,50,2550,1,547,-1,51
7.29531506795553e+18,0,14102205,1005,0,b99a2c43,cc962a1f,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,b54afeef,6c3bc657,1,2,21790,320,50,2513,3,35,-1,68
6.899762723005364e+18,1,14103005,1005,0,85f751fd,c4e18dd6,50e219e0,9c13b419,2347f47a,f95efa07,a99f214a,054c8ffb,0dedddc5,1,2,23161,320,50,2667,0,35,-1,221
1.0062849895450378e+19,0,14102320,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,69df0049,542422a7,1,0,21611,320,50,2480,3,297,100111,61
1.8016992561843284e+19,0,14102922,1005,1,92c7cbe7,6e882918,75fa27f6,ecad2386,7801e8d9,07d7df22,a99f214a,c383646f,c6263d8a,1,0,20071,320,50,2291,3,35,-1,43
1.516125706917795e+19,0,14103007,1010,1,85f751fd,c4e18dd6,50e219e0,dd5ef493,7801e8d9,0f2161f8,9d24753a,0dfec49a,f07e20f8,4,2,23640,320,50,2709,3,39,-1,23
1.3496237414700708e+19,0,14102821,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,f14c1d44,0bcabeaf,1,3,21189,320,50,2424,1,161,100193,71
2.2877892194722327e+18,0,14102803,1005,0,6256f5b4,28f93029,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,ee19051e,5d7f83d0,1,0,16859,320,50,1887,3,39,-1,23
4.991475674584689e+18,0,14102207,1005,0,85f751fd,c4e18dd6,50e219e0,51cedd4e,aefc06bd,0f2161f8,a99f214a,ab5b96b0,239543e1,1,0,21191,320,50,2424,1,161,100191,71
1.623022458328235e+19,0,14102117,1005,0,83a0ad1a,5c9ae867,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,905eb110,7abbbd5c,1,0,16208,320,50,1800,3,167,100075,23
1.2762834071964688e+19,0,14102206,1005,0,85f751fd,c4e18dd6,50e219e0,30fd6972,2347f47a,0f2161f8,a99f214a,3a7e1645,8803c3d6,1,2,21663,320,50,2491,0,35,-1,194
3.83428581039113e+18,0,14102801,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,3ac584d4,711ee120,1,0,22677,320,50,2617,0,35,-1,51
1.104625868889543e+19,0,14102800,1005,0,85f751fd,c4e18dd6,50e219e0,2d869bee,d9b5648e,0f2161f8,a99f214a,af694e31,9b5ce758,1,0,20751,320,50,1895,0,681,100028,101
1.4767052747414389e+19,0,14102707,1005,0,85f751fd,c4e18dd6,50e219e0,e2fcccd2,5c5a694b,0f2161f8,1d7a90cd,d73e9afe,be6db1d7,1,0,4687,320,50,423,2,39,100148,32
3.9971923372869683e+18,0,14102417,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,1498a80f,496515fa,1,3,21189,320,50,2424,1,161,100191,71
6.518858539365174e+18,0,14102120,1005,0,1fbe01fe,f3845767,28905ebd,ecad2386,7801e8d9,07d7df22,a99f214a,51c53be0,301d587a,1,0,21757,320,50,2502,0,35,-1,221
3.2738835393575777e+18,0,14102520,1005,0,85f751fd,c4e18dd6,50e219e0,92f5800b,ae637522,0f2161f8,a99f214a,614a9ea5,981edffc,1,2,21189,320,50,2424,1,161,100189,71
7.360247773997654e+18,1,14102315,1010,1,85f751fd,c4e18dd6,50e219e0,b8875973,7801e8d9,0f2161f8,27b10951,2ebaa1df,2b127119,5,2,20279,728,90,2325,3,801,-1,42
9.214051179356302e+18,0,14102707,1002,0,5014edea,a7870916,50e219e0,ecad2386,7801e8d9,07d7df22,8659e35d,07a18a01,911a3c09,0,0,22163,320,50,2553,2,167,-1,23
9.491079425346335e+18,0,14103012,1005,0,85f751fd,c4e18dd6,50e219e0,6f7fce01,2347f47a,0f2161f8,a99f214a,99d1c675,597ff2d3,1,2,23394,320,50,2681,1,419,100084,212
5.247338650447449e+18,0,14102510,1005,1,e151e245,7e091613,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,903de621,00b1f3a7,1,0,21683,320,50,2496,3,167,-1,23
1.7795007930804662e+19,1,14102616,1005,1,5b4d2eda,16a36ef3,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,90d8ff47,6e1e2240,1,0,16208,320,50,1800,3,167,-1,23
1.7374227162276395e+19,0,14102308,1005,1,e4d8dd7b,a17bde68,3e814130,ecad2386,7801e8d9,07d7df22,a99f214a,ce7c109e,421872ab,1,0,17894,320,50,2039,2,39,100081,32
1.4853185920826946e+19,0,14102304,1005,0,6399eda6,968765cd,f028772b,ecad2386,7801e8d9,07d7df22,a99f214a,35e7348f,be6db1d7,1,0,21921,320,50,2528,0,35,-1,221
